country,capacity_MW,primary_fuel,generation_technology,age,output_MWh,fuel_used
United_States,232,subbituminous,subcritical,47,1140785,coal
Bangladesh,1305,natural_gas,subcritical,46,10300000,gas
United_States,1022,natural_gas,CCGT,13,1688808,gas
China,1800,natural_gas,CCGT,6,11290000,gas
Japan,1200,oil,subcritical,45,1855632,oil
Netherlands,1245,coal,subcritical,29,8242907,coal
United_States,2,subbituminous,subcritical,48,0,coal
Syrian_Arab_Republic,680,oil,subcritical,8,3328857,oil
India,100,natural_gas,CCGT,27,581090,gas
Germany,606,natural_gas,CCGT,41,1850903,gas
China,1200,bituminous,supercritical,21,6144295,coal
Botswana,20,lignite,subcritical,26,14091,coal
India,135,natural_gas,CCGT,27,0,gas
United_States,207,bituminous,cogeneration,58,0,coal
Mexico,770,natural_gas,CCGT,32,0,gas
Belarus,155,natural_gas,CCGT,46,0,gas
Qatar,2730,natural_gas,CCGT,7,0,gas
Russia,230,natural_gas,subcritical,38,629158,gas
Russia,2112,coal,cogeneration,57,16200000,coal
China,1000,lignite,subcritical,13,6433591,coal
Belgium,238,natural_gas,CCGT,93,447247,gas
Egypt,1200,natural_gas,CCGT,7,3897402,gas
Algeria,318,natural_gas,OCGT,12,1085118,gas
Germany,757,bituminous,subcritical,36,3232147,coal
Germany,87,natural_gas,CCGT,44,53389,gas
Bangladesh,51,oil,OCGT,7,128060,oil
Japan,1200,subbituminous,ultrasupercritical,23,6871807,coal
Italy,120,natural_gas,CCGT,15,816900,gas
India,107,natural_gas,CCGT,16,659430,gas
United_States,187,natural_gas,CCGT,30,297322,gas
United_States,160,natural_gas,CCGT,30,161911,gas
Brazil,250,natural_gas,cogeneration,20,159382,gas
Australia,16,natural_gas,subcritical,5,8986,gas
Bahrain,700,natural_gas,OCGT,39,1405834,gas
India,368,natural_gas,CCGT,23,390145,gas
India,1080,lignite,subcritical,5,0,coal
India,1200,coal,subcritical,7,0,coal
Cyprus,81,natural_gas,CCGT,8,238236,gas
China,2000,bituminous,subcritical,7,0,coal
Russia,3800,coal,subcritical,47,20800000,coal
United_States,1567,bituminous,subcritical,32,5698110,coal
United_States,232,subbituminous,subcritical,47,1140785,coal
United_Kingdom,715,natural_gas,CCGT,24,1971855,gas
Japan,1800,natural_gas,supercritical,34,7614089,gas
Australia,180,natural_gas,CCGT,19,527258,gas
China,1300,coal,subcritical,29,6500515,coal
Nigeria,143,natural_gas,OCGT,10,114057,gas
Romania,100,oil,subcritical,20,17857,oil
China,600,bituminous,subcritical,25,3385591,coal
India,2340,coal,subcritical,25,6031000,coal
United_States,2,subbituminous,subcritical,48,0,coal
India,440,coal,subcritical,43,2721132,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Iran,1431,natural_gas,CCGT,22,7312679,gas
Bulgaria,908,lignite,subcritical,37,2809416,coal
Russia,475,subbituminous,subcritical,58,2000645,coal
United_States,1000,natural_gas,CCGT,13,0,gas
Qatar,756,natural_gas,CCGT,13,3711940,gas
United_States,2,bituminous,subcritical,48,0,coal
Algeria,490,natural_gas,OCGT,15,540505,gas
United_States,1611,bituminous,subcritical,32,8641760,coal
India,59,natural_gas,CCGT,12,122997,gas
United_States,18,natural_gas,CCGT,31,34162,gas
United_States,34,subbituminous,cogeneration,31,107552,coal
Chile,591,coal,subcritical,22,2962695,coal
Malaysia,34,oil,Engine,55,28378,oil
Angola,210,natural_gas,OCGT,38,416230,gas
Germany,120,coal,subcritical,28,355352,coal
India,515,natural_gas,CCGT,22,19179,gas
United_States,300,natural_gas,CCGT,62,1013303,gas
United_States,1000,natural_gas,CCGT,13,0,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
Canada,40,natural_gas,subcritical,61,129996,gas
China,600,coal,subcritical,12,2508092,coal
United_States,207,bituminous,cogeneration,58,0,coal
Saudi_Arabia,148,natural_gas,cogeneration,5,540184,gas
Japan,1190,natural_gas,subcritical,45,1841035,gas
China,1200,bituminous,supercritical,7,0,coal
United_States,100,oil,Engine,18,35131,oil
Russia,481,lignite,cogeneration,74,4031847,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Italy,140,natural_gas,CCGT,54,1226798,gas
China,1260,coal,subcritical,10,6146662,coal
Iraq,435,natural_gas,CCGT,22,2200000,gas
Greece,435,natural_gas,CCGT,7,2200000,gas
United_States,880,natural_gas,CCGT,13,7571849,gas
India,900,coal,subcritical,5,0,coal
Sweden,315,natural_gas,OCGT,11,1196297,gas
Italy,814,natural_gas,CCGT,9,3585619,gas
Turkey,365,lignite,subcritical,27,2199279,coal
United_States,6,natural_gas,OCGT,31,10051,gas
China,1200,bituminous,supercritical,11,6146662,coal
Canada,172,natural_gas,CCGT,14,2376195,gas
India,450,coal,subcritical,47,1229677,coal
Bulgaria,400,coal,subcritical,53,1467633,coal
United_States,1500,bituminous,subcritical,32,7054332,coal
Australia,110,natural_gas,OCGT,16,130423,gas
Japan,2130,oil,subcritical,47,2968234,oil
India,740,natural_gas,CCGT,4,0,gas
Australia,1600,lignite,subcritical,24,8641760,coal
United_States,883,oil,subcritical,13,2041564,oil
United_Arab_Emirates,1050,natural_gas,CCGT,9,0,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
Ukraine,428,natural_gas,OCGT,65,2733100,gas
India,1200,coal,subcritical,6,0,coal
Ireland,262,natural_gas,OCGT,70,571089,gas
Mexico,2420,coal,subcritical,14,15500000,coal
Russia,160,natural_gas,subcritical,84,535668,gas
China,780,natural_gas,CCGT,10,0,gas
United_States,232,subbituminous,subcritical,47,1140785,coal
Bangladesh,102,oil,Engine,6,0,oil
China,1200,anthracite,supercritical,10,13538,coal
Mexico,770,natural_gas,CCGT,32,0,gas
Panama,54,oil,Engine,32,115259,oil
United_Kingdom,1000,natural_gas,CCGT,47,0,gas
China,1200,bituminous,supercritical,10,0,coal
India,1200,coal,subcritical,6,0,coal
Egypt,143,natural_gas,OCGT,43,114057,gas
India,220,natural_gas,CCGT,17,972129,gas
China,2400,bituminous,subcritical,11,5267840,coal
Mexico,113,oil,Engine,55,0,oil
Brunei,102,natural_gas,CCGT,16,165566,gas
India,1720,coal,subcritical,32,10500000,coal
China,1200,bituminous,supercritical,13,6292797,coal
United_States,200,bituminous,subcritical,58,1305597,coal
United_States,1000,natural_gas,CCGT,13,0,gas
China,1200,bituminous,supercritical,19,2093900,coal
Thailand,1400,natural_gas,OCGT,9,7239655,gas
United_States,550,natural_gas,CCGT,15,548443,gas
Germany,2008,lignite,supercritical,65,21200000,coal
United_Kingdom,1360,natural_gas,CCGT,38,5863563,gas
Republic_of_Korea,509,natural_gas,CCGT,5,359596,gas
Israel,526,natural_gas,CCGT,37,1739775,gas
Qatar,567,natural_gas,CCGT,10,0,gas
France,452,coal,subcritical,7,2675795,coal
New_Zealand,155,natural_gas,OCGT,13,678960,gas
China,2400,coal,supercritical,11,6292797,coal
Mexico,496,natural_gas,CCGT,55,0,gas
Russia,1,lignite,subcritical,14,2273,coal
India,63,natural_gas,CCGT,7,0,gas
India,870,coal,subcritical,40,4276000,coal
Japan,1125,oil,subcritical,34,873104,oil
Russia,245,natural_gas,CCGT,72,1039814,gas
United_Arab_Emirates,1075,natural_gas,CCGT,22,2403587,gas
Canada,309,natural_gas,OCGT,32,1027330,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Republic_of_Korea,950,natural_gas,CCGT,3,749469,gas
India,420,lignite,subcritical,23,2389000,coal
China,1200,bituminous,supercritical,24,6283780,coal
Japan,1200,bituminous,supercritical,8,3136972,coal
Spain,1158,bituminous,subcritical,36,7443098,coal
China,600,coal,subcritical,10,1921824,coal
China,850,coal,subcritical,29,114582,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Australia,42,natural_gas,OCGT,42,191232,gas
Russia,554,coal,subcritical,66,2214551,coal
China,600,bituminous,subcritical,91,178046,coal
Australia,216,natural_gas,OCGT,19,629016,gas
Morocco,100,natural_gas,OCGT,34,335361,gas
Slovenia,124,coal,subcritical,15,565348,coal
Netherlands,480,natural_gas,CCGT,19,1841896,gas
India,1200,coal,supercritical,7,0,coal
India,1830,coal,subcritical,21,0,coal
China,1200,bituminous,supercritical,6,0,coal
Malaysia,1422,natural_gas,CCGT,55,7312679,gas
United_States,50,natural_gas,subcritical,8,5159,gas
India,305,natural_gas,OCGT,56,381567,gas
United_States,242,bituminous,subcritical,47,344061,coal
Italy,1280,natural_gas,CCGT,21,10300000,gas
Taiwan,1000,oil,subcritical,7,1407387,oil
United_States,100,oil,Engine,18,35131,oil
Taiwan,960,natural_gas,CCGT,7,1646319,gas
Italy,97,natural_gas,CCGT,21,815129,gas
Spain,1101,lignite,subcritical,36,7200544,coal
India,1050,coal,subcritical,18,4470149,coal
China,1200,bituminous,subcritical,17,6109963,coal
United_States,1000,natural_gas,CCGT,13,0,gas
Australia,151,coal_biomass,subcritical,27,843963,coal
China,1200,coal,supercritical,19,6181089,coal
United_States,600,subbituminous,ultrasupercritical,59,3321990,coal
Netherlands,585,natural_gas,CCGT,36,3930953,gas
Italy,176,natural_gas,CCGT,19,812538,gas
Spain,400,natural_gas,CCGT,14,1580522,gas
China,2400,coal,supercritical,-980,6146662,coal
Japan,1400,coal,supercritical,14,8055395,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Kyrgyzstan,50,oil,cogeneration,-14,40818,oil
Egypt,1360,oil,subcritical,31,665034,oil
Russia,401,bituminous,cogeneration,55,1641673,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
China,1200,bituminous,subcritical,4,0,coal
China,1200,bituminous,supercritical,6,0,coal
Singapore,500,oil,subcritical,39,2202695,oil
Myanmar,120,lignite,subcritical,6,0,coal
China,600,bituminous,supercritical,7,0,coal
Portugal,82,natural_gas,OCGT,35,341427,gas
Egypt,450,natural_gas,CCGT,43,2579271,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
China,1320,coal,subcritical,9,1169496,coal
Australia,390,natural_gas,OCGT,19,1688199,gas
Poland,55,bituminous,cogeneration,103,360102,coal
Georgia,550,natural_gas,CCGT,11,0,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Ireland,104,coal,subcritical,13,70599,coal
Japan,1500,natural_gas,CCGT,8,16401,gas
United_States,232,subbituminous,subcritical,47,1140785,coal
India,235,natural_gas,CCGT,32,1442416,gas
United_States,608,natural_gas,OCGT,59,1850903,gas
Jordan,382,oil,CCGT,7,2426218,oil
United_States,1782,bituminous,subcritical,32,16500000,coal
Mexico,113,oil,Engine,55,0,oil
United_States,1136,natural_gas,CCGT,13,5323759,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Japan,1200,oil,subcritical,40,621175,oil
Iran,575,natural_gas,cogeneration,22,1913109,gas
France,500,anthracite,subcritical,46,1800923,coal
United_Kingdom,1635,coal,subcritical,46,6023769,coal
Vietnam,440,coal,subcritical,25,2721132,coal
Canada,490,oil,subcritical,25,2202695,oil
Netherlands,165,natural_gas,CCGT,30,949797,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
Algeria,360,natural_gas,OCGT,16,527600,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
India,238,natural_gas,CCGT,32,447247,gas
Saudi_Arabia,3400,natural_gas,CCGT,11,9852583,gas
India,2740,coal,subcritical,55,19100000,coal
Poland,538,bituminous,cogeneration,56,2655833,coal
Australia,320,natural_gas,OCGT,19,1223826,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Germany,2180,lignite,subcritical,41,6119035,coal
Russia,102,natural_gas,CCGT,64,835000,gas
China,1300,coal,subcritical,17,3675612,coal
Australia,1400,subbituminous,subcritical,24,7804385,coal
Spain,400,natural_gas,CCGT,14,1647703,gas
Germany,770,bituminous,subcritical,36,3232147,coal
South_Africa,125,coal,subcritical,4,565348,coal
United_States,207,coal,cogeneration,58,0,coal
Taiwan,960,natural_gas,CCGT,7,1646319,gas
Russia,168,natural_gas,subcritical,84,534750,gas
India,248,coal,subcritical,29,344061,coal
Thailand,350,natural_gas,CCGT,23,1365103,gas
Japan,569,natural_gas,CCGT,10,1913109,gas
Pakistan,132,natural_gas,subcritical,9,492293,gas
China,1200,bituminous,supercritical,10,5182357,coal
India,134,natural_gas,CCGT,18,269921,gas
Venezuela,900,natural_gas,CCGT,25,2560327,gas
China,700,bituminous,subcritical,18,3401184,coal
Australia,330,natural_gas,OCGT,19,1553993,gas
Nigeria,724,natural_gas,OCGT,16,0,gas
India,1200,coal,subcritical,4,0,coal
Russia,180,natural_gas,CCGT,43,135450,gas
Japan,1200,oil,subcritical,46,1855632,oil
Japan,1150,natural_gas,subcritical,47,3550168,gas
United_States,1570,natural_gas,CCGT,32,2554022,gas
India,1600,coal,subcritical,1,0,coal
Hungary,114,natural_gas,CCGT,18,207915,gas
Australia,210,natural_gas,OCGT,19,634292,gas
Japan,4802,natural_gas,CCGT,20,30300000,gas
Australia,28,natural_gas,OCGT,5,61434,gas
China,4068,bituminous,supercritical,35,14200000,coal
Spain,516,bituminous,cogeneration,33,2353464,coal
Russia,24,coal,subcritical,56,139176,coal
United_States,878,natural_gas,OCGT,13,7571849,gas
Chile,780,natural_gas,CCGT,22,1790644,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
Austria,246,coal,cogeneration,41,344061,coal
United_States,1782,subbituminous,subcritical,32,16500000,coal
India,250,coal,subcritical,12,344061,coal
China,1200,bituminous,supercritical,10,6146662,coal
United_States,1022,natural_gas,CCGT,13,1688808,gas
Australia,63,natural_gas,OCGT,42,12366,gas
Egypt,700,oil,subcritical,7,3328857,oil
India,840,coal,subcritical,51,525600,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Iran,1890,oil,subcritical,22,3629195,oil
Spain,400,natural_gas,CCGT,11,3023616,gas
Germany,524,bituminous,subcritical,43,1385053,coal
China,2000,coal,ultrasupercritical,5,0,coal
United_States,9,natural_gas,CCGT,31,29559,gas
United_States,23,subbituminous,cogeneration,31,69520,coal
Canada,111,natural_gas,CCGT,41,130423,gas
Spain,760,natural_gas,CCGT,12,0,gas
Iran,226,natural_gas,OCGT,31,1153882,gas
Saudi_Arabia,8,oil,Engine,5,5531,oil
Japan,1125,oil,subcritical,34,873104,oil
Brazil,72,coal,subcritical,11,12236,coal
China,2520,bituminous,subcritical,25,7385434,coal
Australia,443,subbituminous,supercritical,8,3158468,coal
Finland,430,natural_gas,CCGT,43,2589937,gas
Spain,407,natural_gas,CCGT,7,1267260,gas
India,1140,coal,subcritical,29,6942000,coal
Bosnia_and_Herzegovina,300,lignite,supercritical,17,1990822,coal
Australia,242,natural_gas,CCGT,19,323059,gas
Bangladesh,150,natural_gas,OCGT,19,1173405,gas
Russia,320,natural_gas,CCGT,55,1098403,gas
India,110,coal,subcritical,43,985372,coal
Russia,9,lignite,subcritical,62,29559,coal
Germany,206,natural_gas,CCGT,67,1043870,gas
Japan,3966,oil,supercritical,43,8337582,oil
United_States,1200,natural_gas,CCGT,13,4358140,gas
Costa_Rica,234,oil,OCGT,21,530052,oil
Australia,188,natural_gas,OCGT,19,1304165,gas
New_Zealand,3,natural_gas,CCGT,25,7907,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
India,940,natural_gas,CCGT,51,2977562,gas
India,1000,coal,subcritical,4,0,coal
India,271,natural_gas,CCGT,26,972114,gas
Italy,388,natural_gas,CCGT,12,784580,gas
Bahrain,990,natural_gas,CCGT,21,3165899,gas
Japan,1200,bituminous,ultrasupercritical,15,3136972,coal
Czech_Republic,352,lignite,cogeneration,51,1157700,coal
Czech_Republic,165,lignite,subcritical,60,1029548,coal
Kosovo,678,lignite,subcritical,-14,5366114,coal
Turkey,320,lignite,subcritical,27,26500,coal
United_States,817,subbituminous,subcritical,13,525600,coal
China,1200,bituminous,subcritical,10,13538,coal
Estonia,1610,oil,subcritical,58,4276056,oil
Russia,110,coal,cogeneration,66,379786,coal
India,272,natural_gas,CCGT,6,972114,gas
China,1200,bituminous,supercritical,10,0,coal
India,483,coal,subcritical,8,1976371,coal
United_States,711,natural_gas,CCGT,86,3612492,gas
China,1200,bituminous,supercritical,7,0,coal
China,600,bituminous,subcritical,10,1921824,coal
Republic_of_Korea,300,oil,subcritical,7,2145390,oil
United_Kingdom,31,natural_gas,OCGT,22,99208,gas
France,44,coal,subcritical,15,123704,coal
United_States,2,subbituminous,subcritical,48,0,coal
Canada,550,natural_gas,CCGT,9,1695178,gas
Kazakhstan,145,coal,subcritical,7,596700,coal
Spain,1612,natural_gas,CCGT,13,6742489,gas
Republic_of_Korea,1000,oil,subcritical,3,1407387,oil
Egypt,1500,natural_gas,CCGT,31,3008839,gas
Israel,450,natural_gas,CCGT,37,0,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
Japan,2880,natural_gas,CCGT,19,16400000,gas
Ukraine,1765,coal,cogeneration,58,5643734,coal
Russia,1500,natural_gas,CCGT,92,1314989,gas
Canada,165,natural_gas,cogeneration,27,949797,gas
Belgium,210,natural_gas,OCGT,93,342142,gas
Netherlands,530,natural_gas,CCGT,30,2269500,gas
Norway,420,natural_gas,CCGT,39,1663777,gas
United_States,1035,natural_gas,CCGT,13,5952623,gas
United_States,100,oil,Engine,18,35131,oil
Japan,2000,bituminous,ultrasupercritical,20,12400000,coal
United_States,100,oil,Engine,18,35131,oil
China,1200,bituminous,supercritical,19,2093900,coal
Turkey,770,natural_gas,CCGT,34,0,gas
China,600,bituminous,subcritical,30,6220532,coal
United_States,122,natural_gas,CCGT,30,113315,gas
Ghana,220,natural_gas,OCGT,15,1153882,gas
Saudi_Arabia,1061,natural_gas,OCGT,11,12100000,gas
Japan,1460,natural_gas,CCGT,4,9918578,gas
Germany,507,bituminous,subcritical,79,1100435,coal
United_States,100,oil,Engine,18,35131,oil
Azerbaijan,506,natural_gas,CCGT,41,500019,gas
India,420,lignite,subcritical,23,2501419,coal
China,600,coal,subcritical,48,2611700,coal
Japan,1245,oil,Engine,54,1953384,oil
Egypt,66,oil,subcritical,43,44123,oil
Spain,800,natural_gas,OCGT,12,3546664,gas
Netherlands,1945,coal,ultrasupercritical,40,3267510,coal
Japan,507,coal,supercritical,10,1100435,coal
China,1200,bituminous,supercritical,12,5353323,coal
Australia,360,natural_gas,OCGT,19,527600,gas
Japan,1200,bituminous,ultrasupercritical,23,6871807,coal
Australia,34,natural_gas,OCGT,42,76053,gas
United_States,207,bituminous,cogeneration,58,0,coal
Japan,700,bituminous,supercritical,4,7893133,coal
Namibia,120,coal,subcritical,45,48449,coal
China,1200,bituminous,supercritical,5,0,coal
China,600,bituminous,subcritical,48,2611700,coal
India,250,lignite,subcritical,10,465588,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Japan,1200,coal,ultrasupercritical,15,3136972,coal
United_States,1570,natural_gas,CCGT,32,2554022,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Germany,2200,coal,subcritical,41,6119035,coal
China,1200,bituminous,supercritical,10,6848842,coal
Germany,875,anthracite,subcritical,17,14200000,coal
Japan,1300,natural_gas,CCGT,34,7198174,gas
China,1200,bituminous,subcritical,10,13538,coal
Australia,32,natural_gas,OCGT,5,130584,gas
Argentina,163,natural_gas,cogeneration,48,949797,gas
United_Kingdom,895,natural_gas,CCGT,7,3797127,gas
Germany,320,coal,subcritical,48,1288146,coal
Russia,87,natural_gas,subcritical,81,200406,gas
United_States,12,natural_gas,OCGT,31,12576,gas
India,548,coal,subcritical,7,2214551,coal
United_Kingdom,60,natural_gas,OCGT,15,280401,gas
Germany,136,coal,subcritical,44,203152,coal
Hungary,433,natural_gas,CCGT,33,1664487,gas
Romania,550,oil,cogeneration,62,966417,oil
Turkey,620,lignite,subcritical,18,4047700,coal
Poland,800,lignite,subcritical,61,3515612,coal
United_Kingdom,140,natural_gas,CCGT,35,112500,gas
Japan,1800,oil,supercritical,32,2660830,oil
Japan,3966,oil,supercritical,49,8337582,oil
Greece,148,natural_gas,OCGT,20,908175,gas
Egypt,2211,oil,subcritical,31,5264458,oil
United_States,1441,bituminous,subcritical,33,5617879,coal
United_States,579,natural_gas,CCGT,59,1913109,gas
United_Kingdom,1145,natural_gas,CCGT,5,0,gas
China,2400,coal,subcritical,26,14300000,coal
India,1440,coal,subcritical,30,6253373,coal
United_States,1734,natural_gas,CCGT,32,0,gas
United_States,690,natural_gas,subcritical,36,1447942,gas
Brazil,394,natural_gas,OCGT,16,391080,gas
Tunisia,27,natural_gas,OCGT,64,61434,gas
United_States,232,subbituminous,subcritical,47,1140785,coal
United_States,989,natural_gas,CCGT,13,5145072,gas
Russia,18,natural_gas,CCGT,12,31066,gas
Japan,753,oil,subcritical,5,0,oil
Saudi_Arabia,1530,natural_gas,CCGT,11,1543882,gas
Bangladesh,20,oil,OCGT,30,47039,oil
Indonesia,945,coal,subcritical,5,6306477,coal
Iran,418,natural_gas,OCGT,22,1736465,gas
